Trial,LatentFactor_1,LatentFactor_2,LatentFactor_3
107,0.5041929993812273,0.6414732959449004,0.6173056923684311
108,0.7302820221963157,0.518976764232885,0.6246386495952438
109,0.5129874895377589,0.6593500863060653,0.6468949601096058
110,0.7584379239029312,0.5007773133742502,0.6684351058728555
111,0.7645912926533125,0.48143182731341205,0.6520326485492896
112,0.9413065854189355,0.4008502492281346,0.5629177029391329
113,0.5417126227400164,0.6144808892953505,0.6519141545415016
114,0.8400517630790025,0.4633029747449998,0.6537061551299552
115,0.7100027121031914,0.5153821899679093,0.6292405334679603
116,0.6141295626583805,0.5391126523652816,0.6671433266431673
117,0.6961562547432268,0.5038917015252039,0.6158468507801816
118,0.7237538690425551,0.5015950557218065,0.6055538713487735
119,0.8008230280999324,0.5094751019335563,0.5670703624864172
120,0.7318358101560755,0.4838092551868566,0.6695816119477416
121,0.8160624279002582,0.47563868257680664,0.6256990651451709
122,0.8406927357884265,0.3884549289439092,0.6386063582019588
123,0.7499140872039984,0.5044493570084021,0.6583494461408005
124,0.8472344567801611,0.45696737626718614,0.5664163692577984
125,0.5487534643103301,0.6460306148887149,0.658282769899057
126,1.0218439577047866,0.3388206439178068,0.6247967804807548
127,0.6098807172422864,0.562143101189433,0.6428106178684782
128,0.692493214980763,0.5705108232785976,0.5761823784038003
129,0.808619739675772,0.506956600391913,0.6016386137280474
130,0.7991516794733046,0.4837840625367938,0.6284290783053658
131,0.6147257325447307,0.570613274708853,0.6753540551410421
132,0.7209142084802816,0.5250257458381574,0.60903008828205
133,0.474789160126204,0.6766705742672198,0.6792890162890172
134,0.9213089546858257,0.3832957544594124,0.6565854365310316
135,1.0234547624502828,0.3025464373304995,0.6174786562948341
136,0.7997485163345188,0.42992139455167405,0.638435286312808
137,0.7295536776244117,0.5295174694317124,0.6533393770707168
138,0.6527020453697542,0.568185534376916,0.6611198448677709
139,0.8159537840263102,0.496420370498556,0.640666772390129
140,0.5968771731085822,0.6014685445843789,0.6720715626053498
141,0.932310811511605,0.3525817990658582,0.6350849869859027
142,0.49068397851371326,0.6858466880797729,0.6762164427082532
143,0.7509602201876616,0.45368745594841164,0.642657407700619
144,0.7052863683552149,0.5285294671389117,0.6351427854095416
145,0.7361817796636665,0.520704581457503,0.6691461716333486
146,0.7761851226072235,0.5137655208244573,0.5945290579887369
147,0.4215126355775033,0.7080074179861343,0.6916986707386918
148,0.9445853199688439,0.40505325144672494,0.6571995955761707
149,0.5906597601155952,0.5638313784430924,0.6564326761354518
