Trial,LatentFactor_1,LatentFactor_2,LatentFactor_3,LatentFactor_4
56,0.3807404265713624,0.7585127827602209,0.7679561212461802,0.3177378158515528
57,0.6082829006745881,0.47562973603480857,0.48436911499678564,0.41617055104789236
58,0.6077466375256555,0.9286715310845209,0.256157057888739,0.5021465078619343
59,0.6434070475506911,0.21446413368402845,0.8377151018476233,0.6174157913795456
60,0.4549901039541413,0.9966090250871356,0.20402553640768498,0.819793370180473
61,0.5776413171220595,1.3556836840803415,7.244724766785563e-15,0.3574353076566527
62,0.5452276705202944,0.9539266816569616,0.242146781141575,0.896758055811236
63,0.5298478209886917,0.6914044647788722,0.5680524466948597,0.3632104476629204
64,0.7853357312846315,1.1561655895087806,0.5102956068126957,0.06514680404599466
65,0.4586274804851559,1.1403773597216316,0.5578328270430364,0.17753746121050426
66,0.36596706058004363,0.5242643830933534,0.2147826203200901,1.0104632518928265
67,0.5858677073044319,0.5823963659465717,0.5284808645489926,0.674574481260672
68,0.7023921721420932,0.018206820908276175,0.6254179594597917,1.0776154397280056
69,0.7523531225868421,3.829816492577959e-05,0.4869522574439738,0.9934906601677909
70,0.4610182492787051,0.783497063452239,0.7770857914002248,0.009116644222991648
71,0.3652717149654952,0.843035320241303,0.28661496391278235,0.7690927003186994
72,0.3427933092754837,1.0803438858133498,0.5785591156131326,0.14776321602407866
73,0.500411142717903,1.0889557696687209,0.10040940540087043,0.8213615595326466
74,0.5423360340727152,0.940768671344331,0.675719600703392,0.039858620611264745
75,0.6754224195287759,1.2043280995600911,0.2563876084015396,0.6997697279547613
76,0.6733071759359498,0.3341813316218289,0.7655249598162311,0.621780188777967
77,0.6266223193898951,0.011943368623049315,0.6144664291883565,0.8219066882285343
78,0.5525838673258352,0.8079658262834019,0.4307174773857384,0.8385839655476321
79,0.7624673228301851,0.7532900502172675,0.967329613962785,6.625796630745211e-70
80,0.42273368485811025,0.6394458941590702,0.5396129379098544,0.6795169719472072
81,0.70709364976673,0.23831116161084515,0.7248996682343201,0.4846134475874552
82,0.5527732298492848,0.38768315130351705,0.9277361023663455,0.37385666201416023
83,0.5650909936656404,0.7280796705532313,0.184505642010792,0.9589622993666262
84,0.4253591182917123,0.5836696121324927,0.6710007979139062,0.702989475277495
85,0.644629893163225,0.8243138030398947,0.054524979382518594,0.8122318184327532
86,0.7537350522317078,0.4249953096914757,0.4744271322223649,1.0262000284340522
87,0.6888133189496527,1.19591958639227,0.07962293977686365,0.7621968769584258
88,0.9272983095635714,0.8652933278633751,0.13825722123895492,0.6454402655722111
89,0.39670390831144847,0.66715891809775,0.5980879266085329,0.30380437680806416
90,0.7049444069852994,0.7090039849252359,0.5895007446208681,5.629008637337718e-13
91,0.48160192406741775,0.5751066052227282,0.7125257516723799,0.4774089697113093
92,0.6227464381269417,0.7176530656719037,0.6451022428578831,0.3311896840418873
93,0.6757228764870181,1.2091790448108863,0.12996656751793656,0.31787368435678376
94,0.6324991175869327,0.023799988888483236,0.7645905076436277,0.41868818017074255
95,0.5825188560542188,1.4008710679583205,1.0848032701763052e-36,0.2783652895368809
96,0.5571886672038082,0.8294844169560577,0.3127141248651231,0.6279681636144
97,0.5468595401018823,0.7353430630642812,0.6417061594319348,0.6806144569189588
98,0.6170583660226254,1.2336589154384132,0.4451158081649846,0.47964319622939333
99,0.4613461948040863,0.7179967034225059,0.5536920450659942,0.6260804493414365
100,0.7050316657696046,0.9485666504325108,0.7897138815085925,0.04167813890074349
101,0.6662025869967091,0.632950907389958,0.23332768964221132,0.8810044164378309
102,0.49405625910423545,0.5229917461961624,0.9423323835162444,0.10208579517271445
103,0.6050655438664281,1.1781647711612195,0.04594989853152435,0.2638790970675549
104,0.6495279193246781,0.43002606498170093,0.7248832835490955,0.3276004279243016
105,0.6664209997331393,0.3921879425019096,0.7162220685451779,0.46895016325581357
106,0.6849805407065723,0.8367519826354448,0.2804642414133246,0.4529145487119654
107,0.6531449713782763,0.09106066703005888,0.5382046917106894,0.8958965409534296
108,0.3757619584498904,0.8565966726634477,0.5472061628630402,0.2280009519893332
109,0.607718898548043,1.345943810919544,0.48235977147438897,0.2714986471857465
110,0.39094082774832545,0.12686611940874035,0.46703032658885085,1.092893962450896
111,0.786264424308768,0.33239809529020936,0.7986377791913217,0.37002825633093833
112,0.6629949738525752,0.526553374936759,0.36012391564569607,0.517206193586658
113,0.5989676486844624,0.4298276316162561,0.6848389740654571,0.6544014067824664
114,0.6569658363519337,0.6815400168279648,0.8369431586625882,0.12830604430235482
115,0.7901773647263474,0.38188729413972683,0.6143316993602621,0.7923900818547496
116,0.8543376298877037,0.41984616742703484,0.6840432820947012,0.3010723964618323
117,0.4162723862416592,1.1178913222570304,0.49321211440861434,0.12628789445768318
118,0.9314194666861094,0.45836196616761987,0.5968771290259013,0.7982638868075014
119,0.31625166035634755,0.6252978277727275,0.44666990655058586,0.8156670223357374
120,0.41715222882140945,1.1077325600407368,9.85844021845203e-31,0.9804635332418519
121,0.6292762893823908,0.8752887006484298,0.35837373795439265,0.7081236379368683
122,0.5927150527780567,1.010263778312428,0.5432684480623238,0.3071166764027431
123,0.4064217902313758,0.3221191515648102,1.0776042102088619,0.5954165565533918
124,0.5910061659400561,0.2557231452538033,1.1422705747092454,0.4337074720532534
125,0.6408989064696646,0.37346926855574103,0.5924151364579578,0.4913228697008027
126,0.5254367567494415,1.2803884370318923,1.9286386039594013e-61,0.46836147637712816
127,0.6840261835780551,0.5396640368266585,0.6595965736597679,0.778591195433814
128,0.5881587526271567,0.543649055265641,0.41740990122561433,0.4729849538342885
129,0.6659765074478785,0.4093336340539062,0.5554319209685749,0.5951222670702035
130,0.8037613149132681,0.6465154305647759,0.3666070603162568,0.5148382754189453
131,0.5254773137835556,0.27362440288948153,1.294410292364925,1.71993092879445e-43
132,0.6978264262024578,0.9257206956479967,7.624449091227524e-74,1.1547909450238936
133,0.5268047871722309,0.6293323759747735,0.37090342104977264,0.888544874801717
134,0.40465719610513506,0.48836204634478075,0.25153014916380756,1.1333581656169267
135,0.6971523322642827,0.5515665557860694,0.6332107140000933,0.45871376300984595
136,0.7670485068349102,0.7185109933085473,7.993145844458462e-14,1.1589536230071973
137,0.4235174114379162,0.5023762077765793,0.3895635620333474,0.770134076054135
138,0.6538836603021577,0.658369487552988,0.9407038056789067,1.0958326329006209e-15
139,0.6812817028061373,0.5539062779117933,0.35110276842106375,0.9548650442945817
140,0.5713219263923093,0.5110102575885934,0.4266849914828224,1.1685803044316843
141,0.6930553786375858,0.7748430401873828,0.4898536506770989,0.28599521366403274
142,0.6292389153143024,1.1725987830986624,0.29908791275924035,0.10625278922640552
143,0.5826305873135378,0.6624404615084878,0.3872602373186466,0.7522389739728128
144,0.43997916755248223,0.6502690244301402,0.44926702680654096,0.6204736827713168
145,0.7807199435282388,1.0815316698362258,0.48193155325009795,0.2594545072459547
146,0.5004801354704158,0.3532723494296307,0.6898129257880775,0.7422858698058439
147,0.39926088926434616,0.37127420623949825,0.4462100232780934,0.9031655123088854
148,0.47738577821692996,1.2502892310204157,0.5320835579591698,0.07401346875909451
149,0.6030340540102049,0.980034724955052,0.13645943638122607,0.9969893234418654
